,click,hour,C1,banner_pos,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21,device_model_int
15574,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,100065,157,-5631732993145030886
15575,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,7741261153921945767
15576,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-3080848871416834294
15577,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,100083,79,7741261153921945767
15578,1,14102100,1005,0,1,0,15699,320,50,1722,0,35,100084,79,7090997833464111984
15579,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,-5703621261395009919
15580,0,14102100,1002,0,0,0,6616,320,50,576,2,35,100130,32,7551579483037177910
15581,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,-7902881721453091973
15582,1,14102100,1005,0,1,0,6560,320,50,571,2,39,-1,32,349456456673214059
15583,1,14102100,1005,1,1,0,17614,320,50,1993,2,1063,100083,33,-4796532973082693623
15584,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-6449148530060962954
15585,1,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,3053684943068661780
15586,1,14102100,1005,0,1,0,6558,320,50,571,2,39,100049,32,4229768020654880580
15587,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,-7084439546542490053
15588,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,100084,79,-5703621261395009919
15589,1,14102100,1005,1,1,0,17614,320,50,1993,2,1063,100083,33,-2919253472765750940
15590,0,14102100,1005,0,1,2,15702,320,50,1722,0,35,-1,79,9022089532182355219
15591,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,9087744846562218625
15592,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,5759171343960431069
15593,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,6384971802185410617
15594,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,-3080848871416834294
15595,0,14102100,1005,0,1,0,20634,320,50,2374,3,39,-1,23,-7399516540695655715
15596,0,14102100,1005,0,1,0,20346,300,250,2331,2,39,-1,23,7655675001664256415
15597,1,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,9087744846562218625
15598,0,14102100,1005,1,1,0,17614,320,50,1993,2,1063,-1,33,7741261153921945767
15599,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,-6064815720780995308
15600,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,-2454326311581678561
15601,1,14102100,1005,1,1,2,4687,320,50,423,2,39,100148,32,7915586405352128873
15602,0,14102100,1002,0,0,0,21689,320,50,2496,3,167,-1,23,5241670148201507027
15603,0,14102100,1005,0,1,0,20016,300,250,2285,2,39,100084,23,-2966391669116773640
15604,0,14102100,1005,1,1,0,20596,320,50,2161,0,35,-1,157,-5001072419177003897
15605,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,6548076158461573965
15606,0,14102100,1005,1,1,0,20633,320,50,2374,3,39,-1,23,4987382398599513222
15607,0,14102100,1005,1,1,0,18993,320,50,2161,0,35,100130,157,-8136284557222630303
15608,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,5360659529384228330
15609,0,14102100,1005,1,1,0,17753,320,50,1993,2,1063,-1,33,-2400754558667974282
15610,0,14102100,1005,0,1,2,15701,320,50,1722,0,35,-1,79,6599400693664098975
15611,1,14102100,1005,0,1,0,17654,300,250,1994,2,39,-1,33,-8714071520106422825
15612,0,14102100,1002,0,0,0,6364,300,50,544,3,39,100075,23,-590231796978242250
15613,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-5497470920203784452
15614,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,100083,79,-80052322344914806
15615,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,-8524845869631428841
15616,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,7741261153921945767
15617,0,14102100,1005,0,1,0,20633,320,50,2374,3,39,-1,23,-4871751729294391765
15618,0,14102100,1005,1,1,0,20596,320,50,2161,0,35,-1,157,4910527101902682866
15619,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,-80052322344914806
15620,0,14102100,1005,0,1,0,19454,300,50,2227,0,687,100075,48,3463046014458940234
15621,0,14102100,1005,0,1,0,4687,320,50,423,2,39,100148,32,-5497470920203784452
15622,0,14102100,1005,1,1,0,17753,320,50,1993,2,1063,-1,33,-6043826374048643121
15623,0,14102100,1005,0,1,0,4687,320,50,423,2,39,100148,32,4602005961453575128
15624,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,100084,79,-7858986622305602016
15625,0,14102100,1005,0,1,2,16858,320,50,1887,3,39,-1,23,-2734657616128099065
15626,0,14102100,1005,1,1,0,20633,320,50,2374,3,39,-1,23,-5497470920203784452
15627,0,14102100,1005,0,1,0,21609,216,36,2480,3,297,100111,61,-4535492873697899382
15628,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,5020865433957120045
15629,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,7090997833464111984
15630,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-80052322344914806
15631,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,-4100608169776415017
15632,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-3130634972019121531
15633,0,14102100,1005,0,1,2,21611,320,50,2480,3,297,100111,61,4270755423824975974
15634,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,6599400693664098975
15635,0,14102100,1005,1,1,0,19771,320,50,2227,0,687,100075,48,-859163400174299064
15636,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,1976492737192670828
15637,1,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,-7650056342884454890
15638,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,-3130634972019121531
15639,0,14102100,1005,1,1,0,20596,320,50,2161,0,35,100130,157,7020664565849008346
15640,1,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-8714071520106422825
15641,1,14102100,1005,0,1,0,19665,320,50,2253,2,303,-1,52,-6527454647779415292
15642,0,14102100,1002,0,0,0,21478,300,50,2471,2,167,100105,23,-4978301166760358900
15643,1,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,1870610864071478492
15644,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,-5584331359656771346
15645,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,-3130634972019121531
15646,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,-7447863751109610905
15647,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,7223876233058261088
15648,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,4499108202135611527
15649,0,14102100,1005,0,1,0,19743,320,50,2264,3,427,100000,61,-3426368723974274734
15650,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,7741261153921945767
15651,0,14102100,1005,1,1,0,20363,216,36,2333,0,39,-1,157,70939909876862177
15652,1,14102100,1005,0,1,2,15703,320,50,1722,0,35,100083,79,6599400693664098975
15653,0,14102100,1005,1,1,0,6616,320,50,576,2,35,-1,32,-5497470920203784452
15654,0,14102100,1005,0,1,2,15703,320,50,1722,0,35,-1,79,3864242487165835918
15655,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,2715931642184865722
15656,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,-5800950245332230133
15657,0,14102100,1002,0,0,0,21665,320,50,2493,3,35,-1,117,-1663696229499331597
15658,0,14102100,1002,0,0,0,17081,320,50,1921,3,47,-1,23,-970815962857423718
15659,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,100084,79,-7447863751109610905
15660,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,-2499196885577657468
15661,0,14102100,1005,1,1,0,20596,320,50,2161,0,35,-1,157,-3130634972019121531
15662,0,14102100,1005,1,1,0,16920,320,50,1899,0,431,100081,117,-7084439546542490053
15663,1,14102100,1005,1,1,0,17753,320,50,1993,2,1063,100084,33,7741261153921945767
15664,0,14102100,1005,0,1,2,15705,320,50,1722,0,35,-1,79,-2671823486291724066
15665,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,7918889398823724793
15666,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,100084,79,5810285151908362086
15667,0,14102100,1005,1,1,0,19772,320,50,2227,0,687,100077,48,-5497470920203784452
15668,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,-2400754558667974282
15669,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,5846719576061300330
15670,0,14102100,1002,0,0,0,21683,320,50,2496,3,167,-1,23,8157633713133582144
15671,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,7435872463990148051
15672,0,14102100,1005,0,1,0,17914,320,50,2043,2,39,-1,32,-5497470920203784452
15673,0,14102100,1002,0,0,0,20170,300,50,2312,0,167,100075,16,-590231796978242250
15674,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,-7447863751109610905
15675,1,14102100,1005,0,1,2,20596,320,50,2161,0,35,-1,157,277852869496741424
15676,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-6449148530060962954
15677,1,14102100,1005,0,1,0,15703,320,50,1722,0,35,100084,79,-5497470920203784452
15678,1,14102100,1005,0,1,0,15699,320,50,1722,0,35,100084,79,1976492737192670828
15679,1,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,-8587292268327570678
15680,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,-7902881721453091973
15681,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,9123069337834875811
15682,0,14102100,1005,1,1,0,20362,320,50,2333,0,39,-1,157,4042043507569394401
15683,0,14102100,1005,1,1,0,17755,320,50,1991,2,39,100084,33,3314832870957709642
15684,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,100148,157,-2400754558667974282
15685,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-6449148530060962954
15686,0,14102100,1005,0,1,2,20365,300,250,2333,0,39,-1,157,695209287267795705
15687,0,14102100,1005,0,1,0,16615,320,50,1863,3,39,100119,23,7212946024427639472
15688,1,14102100,1005,1,1,0,17753,320,50,1993,2,1063,-1,33,2255750763802609007
15689,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,100084,79,-8524845869631428841
15690,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,100083,79,-3878423555913712526
15691,0,14102100,1005,0,1,0,20508,320,50,2351,3,163,-1,61,4426077012004714231
15692,1,14102100,1005,1,1,0,20362,320,50,2333,0,39,100074,157,-2798953700124160002
15693,0,14102100,1002,0,0,0,21703,320,50,2497,3,43,100151,42,4648480604750386227
15694,1,14102100,1002,0,0,0,21661,320,50,2446,3,171,100228,156,-4791154564170380901
15695,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,7741261153921945767
15696,0,14102100,1005,0,1,0,16208,320,50,1800,3,167,100074,23,7741261153921945767
15697,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,7741261153921945767
15698,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,-3130634972019121531
15699,1,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,-8587292268327570678
15700,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,100130,157,5058587120423155085
15701,1,14102100,1002,0,0,0,21680,320,50,2496,3,167,100191,23,-8596601259087622892
15702,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,3314832870957709642
15703,0,14102100,1005,0,1,0,16403,320,50,1835,1,431,-1,71,-2400754558667974282
15704,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,2057859897546695813
15705,0,14102100,1005,1,1,0,15704,320,50,1722,0,35,100084,79,-5090560372189995191
15706,0,14102100,1005,0,1,2,14988,320,50,1637,0,161,100046,91,3864242487165835918
15707,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,100084,79,-1676073637574488163
15708,0,14102100,1002,0,0,0,21665,320,50,2493,3,35,-1,117,-8786858424045381170
15709,0,14102100,1002,0,0,0,21660,320,50,2446,3,171,100228,156,-4791154564170380901
15710,0,14102100,1005,1,1,0,17614,320,50,1993,2,1063,-1,33,-8714071520106422825
15711,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-2400754558667974282
15712,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,7741261153921945767
15713,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,3488195978741867001
15714,1,14102100,1005,0,1,0,17654,300,250,1994,2,39,100084,33,3130754893748073114
15715,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,-3130634972019121531
15716,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,4499108202135611527
15717,0,14102100,1005,0,1,2,18993,320,50,2161,0,35,-1,157,6906287460608156392
15718,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,7741261153921945767
15719,0,14102100,1005,0,1,0,17653,300,250,1994,2,39,100083,33,-6752291037788138203
15720,0,14102100,1005,0,1,0,19950,320,50,1800,3,167,100077,23,4452355107376042591
15721,0,14102100,1005,1,1,0,15703,320,50,1722,0,35,100084,79,-8857634191257504972
15722,0,14102100,1005,0,1,0,9438,320,50,898,3,427,100003,61,4208264166030989728
15723,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,-3130634972019121531
15724,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,3518248527686447543
15725,0,14102100,1005,1,1,0,21404,320,50,2467,2,167,-1,23,-5863004605875983229
15726,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,100083,79,-3130634972019121531
15727,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,9208681801980756141
15728,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,6568308335901850478
15729,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,7435872463990148051
15730,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,-8524845869631428841
15731,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,7741261153921945767
15732,1,14102100,1005,0,1,0,17212,320,50,1887,3,39,-1,23,-7399516540695655715
15733,0,14102100,1005,0,1,2,15702,320,50,1722,0,35,-1,79,277852869496741424
15734,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-5559010297360210470
15735,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,2580629865978580788
15736,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,9087744846562218625
15737,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,-4546610967416035651
15738,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-80052322344914806
15739,1,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,6574997430427829896
15740,0,14102100,1005,0,1,0,20382,320,50,1740,3,943,100060,100,7890844459391195801
15741,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,100084,79,-6043826374048643121
15742,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,-3130634972019121531
15743,1,14102100,1005,1,1,0,17753,320,50,1993,2,1063,-1,33,-6752291037788138203
15744,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,7741261153921945767
15745,0,14102100,1005,0,1,2,15707,320,50,1722,0,35,-1,79,7915586405352128873
15746,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,-3130634972019121531
15747,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,7859862781110741220
15748,0,14102100,1010,1,4,2,20751,320,50,1895,0,681,100028,101,-6043826374048643121
15749,0,14102100,1005,1,1,0,20355,216,36,2333,0,39,-1,157,-4796532973082693623
15750,0,14102100,1005,1,1,0,15706,320,50,1722,0,35,100084,79,3166467294089049899
15751,0,14102100,1005,1,1,0,20366,320,50,2333,0,39,-1,157,5846719576061300330
15752,1,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,1208891101083202038
15753,0,14102100,1005,1,1,0,19771,320,50,2227,0,687,100074,48,5915038310145340053
15754,1,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,7435872463990148051
15755,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,1448469118710590703
15756,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,100084,79,-5497470920203784452
15757,1,14102100,1005,1,1,0,20362,320,50,2333,0,39,-1,157,-7911380254751134116
15758,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,7728480601321602915
15759,0,14102100,1005,0,1,0,17653,300,250,1994,2,39,100084,33,-8714071520106422825
15760,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,4042043507569394401
15761,0,14102100,1005,1,1,0,20970,320,50,2372,0,813,-1,46,-2895464424291004738
15762,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,-8524845869631428841
15763,1,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,-6043826374048643121
15764,0,14102100,1005,1,1,0,20634,320,50,2374,3,39,-1,23,1976492737192670828
15765,0,14102100,1005,1,1,0,15702,320,50,1722,0,35,-1,79,-8146982714094823367
15766,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,7741261153921945767
15767,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-3080848871416834294
15768,0,14102100,1005,0,1,0,20751,320,50,1895,0,681,100028,101,1348766903870775341
15769,0,14102100,1005,0,1,2,20596,320,50,2161,0,35,-1,157,-8209021242719156702
15770,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,-5497470920203784452
15771,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,6473706004078624063
15772,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,7741261153921945767
15773,0,14102100,1005,0,1,2,12000,320,50,1248,2,39,100128,13,-4535492873697899382
15774,0,14102100,1005,0,1,3,16858,320,50,1887,3,39,-1,23,7880359333386937619
15775,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,6855579830671359508
15776,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,-8641228997941897917
15777,1,14102100,1005,0,1,0,15699,320,50,1722,0,35,100084,79,3314832870957709642
15778,1,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,-2512938341375609741
15779,1,14102100,1002,0,0,0,19665,320,50,2253,2,303,-1,52,2630341270021104362
15780,0,14102100,1005,1,1,0,15704,320,50,1722,0,35,-1,79,-3130634972019121531
15781,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,100084,79,-6074956303460670410
15782,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,-80052322344914806
15783,0,14102100,1005,1,1,0,17037,320,50,1934,2,39,-1,16,-7699311560514132401
15784,0,14102100,1005,0,1,0,6559,320,50,571,2,39,-1,32,-7084439546542490053
15785,0,14102100,1005,0,1,2,15704,320,50,1722,0,35,-1,79,2430594190366389870
15786,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,7435872463990148051
15787,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,100084,79,1870610864071478492
15788,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,-3208013473622075327
15789,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,4376429260559216782
15790,0,14102100,1002,0,0,0,20077,300,50,2292,0,559,100105,70,4282116988245298728
15791,0,14102100,1005,0,1,2,19015,300,250,2162,2,39,-1,33,277852869496741424
15792,0,14102100,1005,0,1,0,18987,320,50,2158,3,291,-1,61,7890844459391195801
15793,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,-7447863751109610905
15794,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,3518248527686447543
15795,1,14102100,1005,0,1,5,20984,320,50,2371,0,551,-1,46,2323729979206221465
15796,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,100084,79,7281200720819363885
15797,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,100083,79,-1045048652385284703
15798,0,14102100,1002,0,0,0,19665,320,50,2253,2,303,-1,52,-2017663554747783307
15799,1,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,1392857164009207940
15800,0,14102100,1005,1,1,0,21610,300,50,2480,3,297,100111,61,2039569451315836601
15801,1,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,1870610864071478492
15802,0,14102100,1005,0,1,0,20145,320,50,2306,3,39,-1,23,3110848939568305673
15803,0,14102100,1005,0,1,0,9438,320,50,898,3,427,100003,61,-1238842962291054266
15804,0,14102100,1005,0,1,0,20345,300,250,2331,2,39,-1,23,-193122397371359713
15805,0,14102100,1002,0,0,0,19665,320,50,2253,2,303,-1,52,4265865850293688111
15806,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-574822382259404811
15807,0,14102100,1002,0,0,0,21665,320,50,2493,3,35,-1,117,782587265575390452
15808,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,7741261153921945767
15809,0,14102100,1005,1,1,0,20363,216,36,2333,0,39,-1,157,4129032855106326661
15810,0,14102100,1005,1,1,0,20966,320,50,2372,0,813,-1,46,3873677487663381506
15811,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,100083,79,-80052322344914806
15812,0,14102100,1005,1,1,0,17212,320,50,1887,3,39,100200,23,-8166489824079423803
15813,0,14102100,1005,1,1,0,17747,320,50,1974,2,39,100021,33,4042043507569394401
15814,1,14102100,1005,0,1,0,20008,320,50,2283,0,163,-1,95,-7084439546542490053
15815,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,-3080848871416834294
15816,0,14102100,1005,0,1,0,20215,320,50,2316,0,167,100077,16,-7911380254751134116
15817,0,14102100,1005,1,1,0,20366,320,50,2333,0,39,100081,157,-3130634972019121531
15818,1,14102100,1005,0,1,0,17654,300,250,1994,2,39,-1,33,-8714071520106422825
15819,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,-3130634972019121531
15820,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,-3080848871416834294
15821,0,14102100,1005,0,1,0,20632,320,50,2374,3,39,100119,23,2739590049992957860
15822,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,1714146863004546118
15823,1,14102100,1005,0,1,0,15699,320,50,1722,0,35,100084,79,1870610864071478492
15824,0,14102100,1005,0,1,0,21234,320,50,2434,3,163,100088,61,-3062130466174919586
15825,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,6599400693664098975
15826,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,9123069337834875811
15827,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,-5497470920203784452
15828,0,14102100,1005,0,1,0,20346,300,250,2331,2,39,-1,23,5191890664922779172
15829,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,-5497470920203784452
15830,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,-5497470920203784452
15831,0,14102100,1005,0,1,2,15707,320,50,1722,0,35,-1,79,1275670375556611355
15832,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,100084,79,-80052322344914806
15833,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,4499108202135611527
15834,0,14102100,1002,0,0,0,19665,320,50,2253,2,303,100221,52,-4978301166760358900
15835,1,14102100,1005,0,1,0,15699,320,50,1722,0,35,100084,79,-3130634972019121531
15836,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,9087744846562218625
15837,0,14102100,1002,0,0,0,16989,320,50,1926,2,39,-1,13,6501462859191230026
15838,1,14102100,1005,0,1,0,15703,320,50,1722,0,35,100084,79,-8587292268327570678
15839,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,100083,79,4406636929140257080
15840,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,-5497470920203784452
15841,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,7905129279242349054
15842,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,100083,79,-3130634972019121531
15843,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,100084,79,-8587292268327570678
15844,1,14102100,1005,0,1,0,17653,300,250,1994,2,39,-1,33,7741261153921945767
15845,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,7090997833464111984
15846,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,2903043493695938226
15847,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,4229768020654880580
15848,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,7741261153921945767
15849,0,14102100,1005,0,1,0,12026,320,50,1248,2,39,100034,13,-5658336794992508782
15850,0,14102100,1005,0,1,0,21609,216,36,2480,3,297,100111,61,7655675001664256415
15851,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,6835608238222251495
15852,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,6574997430427829896
15853,0,14102100,1005,0,1,3,15701,320,50,1722,0,35,100084,79,-2493367402798916035
15854,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,2284728201591191476
15855,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,7066456018080193841
15856,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,8907187440883073251
15857,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,7741261153921945767
15858,1,14102100,1005,1,1,0,17614,320,50,1993,2,1063,-1,33,-7447863751109610905
15859,0,14102100,1005,0,1,0,21234,320,50,2434,3,163,100088,61,1714146863004546118
15860,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-3130634972019121531
15861,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,-8524845869631428841
15862,0,14102100,1005,1,1,0,16920,320,50,1899,0,431,100081,117,3314832870957709642
15863,0,14102100,1005,1,1,0,20596,320,50,2161,0,35,-1,157,-8535980062928872586
15864,0,14102100,1005,1,1,0,16615,320,50,1863,3,39,-1,23,8877654283714837504
15865,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,4910527101902682866
15866,0,14102100,1005,0,1,0,20019,300,250,2286,3,39,100076,23,1976492737192670828
15867,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,5469537034802362693
15868,1,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,7090997833464111984
15869,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,-5497470920203784452
15870,1,14102100,1005,0,1,0,20596,320,50,2161,0,35,100131,157,-3130634972019121531
15871,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,-80052322344914806
15872,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,100083,79,-3130634972019121531
15873,0,14102100,1005,1,1,0,15704,320,50,1722,0,35,100084,79,2297852971175655885
15874,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,100084,79,2297852971175655885
15875,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,7741261153921945767
15876,0,14102100,1005,1,1,0,15708,320,50,1722,0,35,-1,79,1870610864071478492
15877,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,-1923279812447857334
15878,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,5763459650315623042
15879,0,14102100,1005,0,1,2,15707,320,50,1722,0,35,100083,79,6599400693664098975
15880,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,5846719576061300330
